id,show_id,user_id,joined_at,left_at
8f02132a-e39a-4de0-bcac-ce6b8c502a2f,a8bbd773-e447-465d-8941-f810de3c48e0,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,2026-06-19 14:53:48,2026-06-19 16:57:48
641104c4-780f-4fb4-ac03-91f9da4461ad,b5cf03bb-e20c-4efa-b2af-070e8283c790,16680d46-fc8a-4691-8b00-b09bc2004a19,2026-06-19 14:55:34,2026-06-19 15:53:34
248227a7-b3df-4fcf-8d66-4aa912123e66,b5cf03bb-e20c-4efa-b2af-070e8283c790,25e54e8f-c21a-44aa-ba25-ba90dd594590,2026-06-19 14:56:15,2026-06-19 16:06:15
6dfa3ba8-d579-4d90-b120-7968b17ad1cf,a054cc4c-a524-4bb6-a66f-244370a162c4,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 14:56:58,2026-06-19 15:44:58
dae53715-eeb3-4586-8ab2-baca28a56dd1,b5cf03bb-e20c-4efa-b2af-070e8283c790,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 14:57:11,2026-06-19 16:50:11
cc17fc41-6150-4bbf-9bbd-07a22eb28ad1,a054cc4c-a524-4bb6-a66f-244370a162c4,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,2026-06-19 14:57:51,2026-06-19 17:46:51
5ff99cc9-7277-465c-abed-11f70ac072d3,b5cf03bb-e20c-4efa-b2af-070e8283c790,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 14:59:06,2026-06-19 17:53:06
571991fe-d779-46c5-ac5b-7401cc7e6970,a054cc4c-a524-4bb6-a66f-244370a162c4,1c92f5ed-55b7-4c90-8efa-2741a382d3e3,2026-06-19 14:59:14,2026-06-19 16:19:14
c31b27ed-574a-47a9-a9e2-1797f8dd9fee,b5cf03bb-e20c-4efa-b2af-070e8283c790,fe3011a0-c931-4512-aa21-3b4013c88951,2026-06-19 14:59:35,2026-06-19 15:12:35
7fe510a7-d1ec-4a49-b70f-27d46d7eac62,e45f08ac-ddd3-47dc-8bb3-84ffd597008f,6108e19c-0b10-42b2-bc4a-a75f74a31b89,2026-06-19 15:00:43,2026-06-19 16:47:43
d29204e2-8e54-4303-b4ff-9f55d3faaa75,0ea266e7-e2e4-435c-9e6d-64e1cb207acd,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 15:03:37,2026-06-19 16:00:37
12992a16-baf3-4059-a98c-b9af576faad4,a97ee514-dce1-4774-b54c-704ada9624e6,b77e12ac-c966-4c38-8d0c-b7afef27f6db,2026-06-19 15:03:48,2026-06-19 16:44:48
8d4aa959-ec19-4e1b-9e30-690236fdefb5,996c2e32-df69-406e-a3d8-614ef0d0a7be,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 15:05:50,2026-06-19 15:51:50
5b336dca-719e-4397-aaac-0d32bbf25596,814f4e7a-604c-4d0d-a418-87d9f723e613,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 15:07:13,2026-06-19 15:50:13
42a20127-f98a-4ac3-9fdc-ac9f24be6c77,a054cc4c-a524-4bb6-a66f-244370a162c4,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 15:07:43,2026-06-19 15:14:43
7dce983e-e79b-4a7b-818f-896904509f3b,0ea266e7-e2e4-435c-9e6d-64e1cb207acd,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 15:08:04,2026-06-19 16:23:04
7f4d3721-7e5c-408a-b8a2-7de40ae67015,afaa4ed5-7dc8-4afd-8a40-12d1b67c499e,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 15:08:14,2026-06-19 17:17:14
9874c9ed-7f0a-4268-920f-3318661023e6,a97ee514-dce1-4774-b54c-704ada9624e6,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 15:08:37,2026-06-19 17:52:37
c9aebbe7-25e1-425f-ae15-2d02bab1d1a1,a054cc4c-a524-4bb6-a66f-244370a162c4,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 15:08:57,2026-06-19 16:11:57
d0613157-98f6-4674-8464-f3d4cd8717ed,a97ee514-dce1-4774-b54c-704ada9624e6,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 15:09:50,2026-06-19 15:53:50
afcd8c76-fcf4-40bf-a217-6cebe9a0e756,814f4e7a-604c-4d0d-a418-87d9f723e613,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 15:11:57,2026-06-19 17:02:57
7fb563c0-2e9b-40fa-b713-2662740903a3,279a6bca-994c-4042-b552-6cc1b0eab542,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 15:12:42,2026-06-19 15:35:42
95a36ff7-833f-4744-baf2-49b7c3d04967,b5cf03bb-e20c-4efa-b2af-070e8283c790,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 15:14:41,2026-06-19 16:07:41
d7ae128a-e190-4579-87ab-2cb77088193e,fae37f2a-b3c9-48c4-b93a-0489ac54ff3f,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 15:15:05,2026-06-19 17:31:05
1be1271e-0fc8-4a92-9057-cb3e78b2615e,47b2bca3-614c-4d0a-b0db-33ead0d216ad,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 15:15:19,2026-06-19 16:20:19
f8c764d4-6aab-466d-8ee5-f9c52be81bef,0ea266e7-e2e4-435c-9e6d-64e1cb207acd,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 15:15:47,2026-06-19 18:08:47
7b856023-2c9d-4c02-8be2-0d0c62d1cc6a,2749663c-4ec2-490f-a1fe-d1ff207f0e18,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 15:16:46,2026-06-19 16:49:46
7c07a0b4-098d-4e4c-ade3-ce37ac6febb2,a054cc4c-a524-4bb6-a66f-244370a162c4,a1b14426-054b-47a9-bd5c-a247a9851925,2026-06-19 15:17:13,2026-06-19 16:36:13
4da2ac87-74ad-466e-a102-db512b0580fb,1f6f9ec2-a12d-4e14-9f3b-48f0a16f6e9d,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 15:17:36,2026-06-19 16:38:36
e36e0da4-53a5-472f-8b30-b4a1a89d9328,47b2bca3-614c-4d0a-b0db-33ead0d216ad,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 15:18:11,2026-06-19 18:04:11
59c5f5b4-4bc3-45d2-b7b3-d166da2f7a66,b9e6f174-41e0-4f62-bc5a-442390cd1cd1,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 15:18:26,2026-06-19 17:53:26
aa41d665-1cd7-4b04-91f5-27512b2169c9,b7840a0a-922a-4e1a-a35c-3951870430d4,1c92f5ed-55b7-4c90-8efa-2741a382d3e3,2026-06-19 15:21:51,2026-06-19 16:33:51
a632b3e6-bdd8-44b1-a34e-dbabd9a2d5c0,4bc72f2d-9bb9-4653-b52b-665617a18968,e004d3d6-e3c4-48b9-998b-7b53a075e6c4,2026-06-19 15:22:33,2026-06-19 18:08:33
b78e1653-bafd-4a08-adc4-67b82ba9b676,367adcc2-a540-4a3e-aa3d-cde7dc2c91e1,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 15:24:46,2026-06-19 18:07:46
8b687ff9-5a3e-459e-8268-1b1e4ae87f82,1c26900b-5e9f-4353-9365-8757fcd75a01,6108e19c-0b10-42b2-bc4a-a75f74a31b89,2026-06-19 15:25:10,2026-06-19 18:15:10
21b7b5c8-b99e-4b08-9388-4571b3062499,e45f08ac-ddd3-47dc-8bb3-84ffd597008f,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 15:26:36,2026-06-19 17:40:36
71acdae8-2918-4967-901a-6bb6080f1c74,e45f08ac-ddd3-47dc-8bb3-84ffd597008f,b77e12ac-c966-4c38-8d0c-b7afef27f6db,2026-06-19 15:26:51,2026-06-19 17:21:51
2cfd6265-22f7-4d28-952c-b5df2a5fc4c3,62ee5e88-b05f-4a6b-823b-f8f87e7c5e8f,55829a23-649b-4c07-8fac-48687f0dbbf1,2026-06-19 15:28:14,2026-06-19 15:39:14
f1a909d8-bc96-4c43-9a2b-fe91577f6ff0,814f4e7a-604c-4d0d-a418-87d9f723e613,b9cebfec-6756-4c31-af63-82cd7e08ca88,2026-06-19 15:28:30,2026-06-19 16:41:30
fadfc856-4253-4835-aa2c-47aa108338d4,1f6f9ec2-a12d-4e14-9f3b-48f0a16f6e9d,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 15:28:45,2026-06-19 16:15:45
a333b472-c89a-4402-b0f6-42f3aec0cc3f,1af66ca3-f44a-4ad0-aa85-e3f96c09eb0c,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 15:30:18,2026-06-19 18:20:18
72a52758-cb96-46d2-bd2f-f27a215114c9,e9aa9352-222f-449b-a976-90374d859a3e,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 15:30:54,2026-06-19 18:25:54
2366a0f0-4209-461b-8d3b-8015bf9fa40d,b002d609-4733-4043-8b75-4eec16eca7a0,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 15:31:29,2026-06-19 17:53:29
eb671867-5be3-44f5-83d3-97e860609099,29a0f233-996e-4334-97df-05c0cb830d70,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 15:31:51,2026-06-19 16:34:51
f640d916-9d9b-422a-8c16-52039449cce3,47b2bca3-614c-4d0a-b0db-33ead0d216ad,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 15:32:20,2026-06-19 17:25:20
9941c978-cf62-4271-a488-64f654d5f050,279a6bca-994c-4042-b552-6cc1b0eab542,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,2026-06-19 15:32:47,2026-06-19 16:21:47
329dbb25-9fdf-4de3-a274-a2bfcb62d512,4567aaf4-faf7-42d8-b0ce-cf39d5c70374,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,2026-06-19 15:34:47,2026-06-19 16:49:47
cf4dd369-5b45-4bd9-9aaf-fe4aefce0323,1c26900b-5e9f-4353-9365-8757fcd75a01,6746fcd9-3095-4b62-aa03-12fecb4a285f,2026-06-19 15:35:05,2026-06-19 17:00:05
556e81a0-f010-4fef-b68e-64d8cdd8b83b,1af66ca3-f44a-4ad0-aa85-e3f96c09eb0c,1fd32b5a-5090-4bc2-ab21-ed5b400a4c80,2026-06-19 15:35:29,2026-06-19 17:29:29
79a719af-45c1-4b3d-aabb-cd6ec8d01c4a,d2f471bc-124b-49f9-ad99-021a7da5a983,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 15:36:24,2026-06-19 17:02:24
e51b8c1b-ce19-4fad-9255-c0161cf6164a,814f4e7a-604c-4d0d-a418-87d9f723e613,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 15:37:45,2026-06-19 17:52:45
0860e396-1142-4d3c-953a-950e23376832,520a4fe1-98ba-444b-af6a-ae730fe25c08,1f2504b1-a8c2-487d-b463-eb1d7a077e48,2026-06-19 15:38:48,2026-06-19 17:02:48
7898eefc-f64c-442e-a28a-999f4b6514a0,9d699f82-1758-4c1f-a66c-a1155fe8db44,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 15:38:54,2026-06-19 17:38:54
